Variable i,Variable j,Time lag of i,Link type i --- j,Link value
closeOps,coordinate_x,0,o-o,-0.051191
closeOps,speed,0,o-o,-0.19248
closeOps,direction,0,o-o,0.036239
distantOps,jerseyNumber,4,-->,0.01969
distantOps,jerseyNumber,5,-->,0.036837
distantOps,team,4,-->,-0.049793
distantOps,closeTeams,1,-->,0.064726
distantOps,distantTeams,1,-->,-0.064349
distantOps,distantTeams,2,-->,0.021896
distantOps,distantTeams,3,-->,0.030529
distantOps,distantTeams,4,-->,0.02513
distantOps,distantOps,1,-->,0.095644
distantOps,distantOps,2,-->,0.11588
distantOps,distantOps,3,-->,0.092514
distantOps,distantOps,4,-->,0.099338
distantOps,coordinate_x,0,o-o,0.051033
distantOps,coordinate_x,1,-->,-0.033856
distantOps,speed,0,o-o,0.19211
distantOps,speed,1,-->,0.044215
distantOps,speed,2,-->,0.039924
distantOps,direction,0,o-o,-0.035994
distantOps,direction,1,-->,0.019691
coordinate_x,jerseyNumber,3,-->,-0.033708
coordinate_x,jerseyNumber,5,-->,0.021701
coordinate_x,team,2,-->,-0.031666
coordinate_x,closeTeams,4,-->,0.020169
coordinate_x,distantTeams,4,-->,-0.020582
coordinate_x,closeOps,3,-->,-0.027644
coordinate_x,distantOps,3,-->,0.023651
coordinate_x,coordinate_x,1,-->,0.30559
coordinate_x,coordinate_x,2,-->,0.19296
coordinate_x,coordinate_x,3,-->,0.19648
coordinate_x,coordinate_x,4,-->,0.090448
coordinate_x,coordinate_x,5,-->,0.06091
coordinate_x,coordinate_y,1,-->,0.045954
coordinate_x,coordinate_y,4,-->,-0.027875
coordinate_x,speed,0,o-o,0.051176
coordinate_x,direction,0,o-o,-0.066764
coordinate_x,direction,2,-->,0.050621
coordinate_x,direction,3,-->,0.027542
coordinate_y,team,1,-->,0.031694
coordinate_y,closeTeams,4,-->,0.039322
coordinate_y,distantTeams,4,-->,-0.038182
coordinate_y,closeOps,2,-->,-0.022007
coordinate_y,closeOps,4,-->,0.050099
coordinate_y,distantOps,2,-->,0.021242
coordinate_y,distantOps,4,-->,-0.049195
coordinate_y,coordinate_x,1,-->,0.039529
coordinate_y,coordinate_x,2,-->,-0.023568
coordinate_y,coordinate_x,3,-->,-0.049316
coordinate_y,coordinate_x,4,-->,-0.043492
coordinate_y,coordinate_y,1,-->,0.083817
coordinate_y,coordinate_y,2,-->,0.13858
coordinate_y,coordinate_y,3,-->,0.035827
coordinate_y,coordinate_y,4,-->,0.069574
coordinate_y,coordinate_y,5,-->,0.080185
coordinate_y,speed,0,o-o,-0.03922
coordinate_y,direction,0,o-o,-0.046698
speed,jerseyNumber,1,-->,-0.056068
speed,jerseyNumber,2,-->,-0.032946
speed,team,1,-->,-0.021797
speed,team,2,-->,-0.022603
speed,closeTeams,3,-->,0.024455
speed,distantTeams,3,-->,-0.020518
speed,closeOps,1,-->,-0.031033
speed,closeOps,2,-->,-0.027544
speed,distantOps,1,-->,0.029516
speed,distantOps,2,-->,0.029477
speed,coordinate_y,4,-->,0.02236
speed,speed,1,-->,0.23969
speed,speed,2,-->,0.16194
speed,speed,3,-->,0.1006
speed,speed,4,-->,0.080905
speed,speed,5,-->,0.075385
direction,coordinate_y,1,-->,-0.020899
direction,coordinate_y,2,-->,0.020191
direction,direction,1,-->,0.12814
direction,direction,2,-->,0.072772
direction,direction,3,-->,0.11261
direction,direction,4,-->,0.095605
direction,direction,5,-->,0.066378
