Variable i,Variable j,Time lag of i,Link type i --- j,Link value
jerseyNumber,closeTeams_6,4,-->,0.0156
jerseyNumber,closeTeams_6,5,-->,-0.039584
jerseyNumber,closeTeams_7,0,o-o,0.089724
jerseyNumber,closeTeams_7,1,-->,-0.031338
jerseyNumber,closeTeams_7,2,-->,-0.034032
jerseyNumber,closeTeams_7,3,-->,0.016626
jerseyNumber,closeTeams_7,5,-->,-0.032021
jerseyNumber,closeTeams_8,0,o-o,0.051417
jerseyNumber,closeTeams_8,2,-->,-0.032039
jerseyNumber,closeTeams_8,5,-->,-0.028982
jerseyNumber,closeTeams_9,2,-->,-0.017316
jerseyNumber,closeTeams_10,2,-->,0.013481
jerseyNumber,distantTeams_1,0,o-o,0.034112
jerseyNumber,distantTeams_1,1,-->,0.063887
jerseyNumber,distantTeams_1,2,-->,0.053442
jerseyNumber,distantTeams_1,3,-->,-0.021962
jerseyNumber,distantTeams_1,4,-->,0.013099
jerseyNumber,distantTeams_1,5,-->,0.031991
jerseyNumber,distantTeams_2,0,o-o,-0.040714
jerseyNumber,distantTeams_2,1,-->,0.057984
jerseyNumber,distantTeams_2,2,-->,0.057616
jerseyNumber,distantTeams_2,3,-->,-0.01466
jerseyNumber,distantTeams_2,5,-->,0.037903
jerseyNumber,distantTeams_3,0,o-o,-0.10438
jerseyNumber,distantTeams_3,2,-->,0.042098
jerseyNumber,distantTeams_4,0,o-o,-0.19975
jerseyNumber,distantTeams_4,1,-->,0.026196
jerseyNumber,distantTeams_4,2,-->,0.023313
jerseyNumber,distantTeams_4,4,-->,0.015951
jerseyNumber,distantTeams_4,5,-->,0.040072
jerseyNumber,distantTeams_5,0,o-o,-0.19839
jerseyNumber,distantTeams_5,1,-->,0.081759
jerseyNumber,distantTeams_5,2,-->,0.034288
jerseyNumber,distantTeams_5,5,-->,0.06273
jerseyNumber,distantTeams_6,0,o-o,-0.21556
jerseyNumber,distantTeams_6,1,-->,0.10298
jerseyNumber,distantTeams_6,2,-->,0.085147
jerseyNumber,distantTeams_6,4,-->,-0.020275
jerseyNumber,distantTeams_6,5,-->,0.039895
jerseyNumber,distantTeams_7,0,o-o,-0.2646
jerseyNumber,distantTeams_7,1,-->,0.093167
jerseyNumber,distantTeams_7,2,-->,0.14189
jerseyNumber,distantTeams_7,3,-->,0.013712
jerseyNumber,distantTeams_7,5,-->,0.048766
jerseyNumber,distantTeams_8,0,o-o,-0.25972
jerseyNumber,distantTeams_8,1,-->,0.077482
jerseyNumber,distantTeams_8,2,-->,0.13361
jerseyNumber,distantTeams_8,3,-->,0.038824
jerseyNumber,distantTeams_8,5,-->,0.048716
jerseyNumber,distantTeams_9,0,o-o,-0.30358
jerseyNumber,distantTeams_9,1,-->,0.078461
jerseyNumber,distantTeams_9,2,-->,0.15235
jerseyNumber,distantTeams_9,3,-->,0.039892
jerseyNumber,distantTeams_9,4,-->,0.016556
jerseyNumber,distantTeams_9,5,-->,0.04721
jerseyNumber,distantTeams_10,0,o-o,-0.3054
jerseyNumber,distantTeams_10,1,-->,0.074326
jerseyNumber,distantTeams_10,2,-->,0.13133
jerseyNumber,distantTeams_10,3,-->,0.055336
jerseyNumber,distantTeams_10,4,-->,0.033609
jerseyNumber,distantTeams_10,5,-->,0.045037
jerseyNumber,closeOps_1,0,o-o,0.15422
jerseyNumber,closeOps_1,1,-->,-0.02851
jerseyNumber,closeOps_1,2,-->,-0.018618
jerseyNumber,closeOps_1,4,-->,0.024857
jerseyNumber,closeOps_1,5,-->,0.016222
jerseyNumber,closeOps_2,0,o-o,0.35919
jerseyNumber,closeOps_2,1,-->,-0.057902
jerseyNumber,closeOps_2,2,-->,-0.10506
jerseyNumber,closeOps_2,3,-->,-0.013787
jerseyNumber,closeOps_2,5,-->,-0.021974
jerseyNumber,closeOps_3,0,o-o,0.39171
jerseyNumber,closeOps_3,1,-->,-0.063102
jerseyNumber,closeOps_3,2,-->,-0.1242
jerseyNumber,closeOps_3,3,-->,-0.027223
jerseyNumber,closeOps_3,5,-->,-0.043118
jerseyNumber,closeOps_4,0,o-o,0.36732
jerseyNumber,closeOps_4,1,-->,-0.061158
jerseyNumber,closeOps_4,2,-->,-0.12476
jerseyNumber,closeOps_4,3,-->,-0.033079
jerseyNumber,closeOps_4,4,-->,-0.016246
jerseyNumber,closeOps_4,5,-->,-0.059693
jerseyNumber,closeOps_5,0,o-o,0.32523
jerseyNumber,closeOps_5,1,-->,-0.040557
jerseyNumber,closeOps_5,2,-->,-0.1145
jerseyNumber,closeOps_5,3,-->,-0.044512
jerseyNumber,closeOps_5,4,-->,-0.018419
jerseyNumber,closeOps_5,5,-->,-0.070456
jerseyNumber,closeOps_6,0,o-o,0.26319
jerseyNumber,closeOps_6,1,-->,-0.030115
jerseyNumber,closeOps_6,2,-->,-0.075994
jerseyNumber,closeOps_6,3,-->,-0.045786
jerseyNumber,closeOps_6,4,-->,-0.014801
jerseyNumber,closeOps_6,5,-->,-0.055325
jerseyNumber,closeOps_7,0,o-o,0.19726
jerseyNumber,closeOps_7,1,-->,-0.028399
jerseyNumber,closeOps_7,2,-->,-0.050011
jerseyNumber,closeOps_7,3,-->,-0.018684
jerseyNumber,closeOps_7,5,-->,-0.042456
jerseyNumber,closeOps_8,0,o-o,0.12723
jerseyNumber,closeOps_8,1,-->,-0.014126
jerseyNumber,closeOps_8,2,-->,-0.032016
jerseyNumber,closeOps_8,3,-->,-0.022252
jerseyNumber,closeOps_8,5,-->,-0.020958
jerseyNumber,closeOps_9,0,o-o,0.082088
jerseyNumber,closeOps_9,2,-->,-0.018052
jerseyNumber,closeOps_10,0,o-o,0.014362
jerseyNumber,closeOps_10,3,-->,0.014302
jerseyNumber,distantOps_1,0,o-o,-0.1305
jerseyNumber,distantOps_1,1,-->,-0.066736
jerseyNumber,distantOps_1,2,-->,-0.088946
jerseyNumber,distantOps_1,3,-->,0.056964
jerseyNumber,distantOps_1,4,-->,0.051251
jerseyNumber,distantOps_1,5,-->,-0.019891
jerseyNumber,distantOps_2,0,o-o,-0.068492
jerseyNumber,distantOps_2,1,-->,-0.027744
jerseyNumber,distantOps_2,2,-->,-0.015852
jerseyNumber,distantOps_2,3,-->,0.03983
jerseyNumber,distantOps_2,4,-->,0.034301
jerseyNumber,distantOps_3,3,-->,0.014936
jerseyNumber,distantOps_3,4,-->,0.03788
jerseyNumber,distantOps_3,5,-->,0.014469
jerseyNumber,distantOps_4,0,o-o,0.042252
jerseyNumber,distantOps_4,1,-->,0.025375
jerseyNumber,distantOps_4,4,-->,0.017247
jerseyNumber,distantOps_5,0,o-o,-0.037827
jerseyNumber,distantOps_5,2,-->,0.039855
jerseyNumber,distantOps_5,4,-->,0.020369
jerseyNumber,distantOps_5,5,-->,0.024854
jerseyNumber,distantOps_6,0,o-o,-0.17549
jerseyNumber,distantOps_6,1,-->,0.036551
jerseyNumber,distantOps_6,2,-->,0.067037
jerseyNumber,distantOps_6,3,-->,0.020211
jerseyNumber,distantOps_6,5,-->,0.047168
jerseyNumber,distantOps_7,0,o-o,-0.30039
jerseyNumber,distantOps_7,1,-->,0.038714
jerseyNumber,distantOps_7,2,-->,0.096229
jerseyNumber,distantOps_7,3,-->,0.028607
jerseyNumber,distantOps_7,5,-->,0.063974
jerseyNumber,distantOps_8,0,o-o,-0.37958
jerseyNumber,distantOps_8,1,-->,0.049806
jerseyNumber,distantOps_8,2,-->,0.11407
jerseyNumber,distantOps_8,3,-->,0.03579
jerseyNumber,distantOps_8,4,-->,0.02003
jerseyNumber,distantOps_8,5,-->,0.065421
jerseyNumber,distantOps_9,0,o-o,-0.42942
jerseyNumber,distantOps_9,1,-->,0.059077
jerseyNumber,distantOps_9,2,-->,0.1089
jerseyNumber,distantOps_9,3,-->,0.035028
jerseyNumber,distantOps_9,4,-->,0.016245
jerseyNumber,distantOps_9,5,-->,0.05741
jerseyNumber,distantOps_10,0,o-o,-0.42131
jerseyNumber,distantOps_10,1,-->,0.058923
jerseyNumber,distantOps_10,2,-->,0.11781
jerseyNumber,distantOps_10,3,-->,0.044006
jerseyNumber,distantOps_10,5,-->,0.038452
jerseyNumber,distantOps_11,0,o-o,-0.29921
jerseyNumber,distantOps_11,1,-->,0.032282
jerseyNumber,distantOps_11,2,-->,0.031259
jerseyNumber,distantOps_11,3,-->,0.040765
jerseyNumber,distantOps_11,4,-->,0.013967
jerseyNumber,distantOps_11,5,-->,0.038802
team,jerseyNumber,1,-->,0.090116
team,jerseyNumber,2,-->,-0.14301
team,jerseyNumber,3,-->,0.042695
team,jerseyNumber,4,-->,0.045761
team,team,1,-->,0.64322
team,coordinate_x,0,o-o,-0.016193
team,coordinate_x,1,-->,0.036493
team,coordinate_x,3,-->,0.021653
team,coordinate_x,5,-->,-0.032399
team,coordinate_y,4,-->,-0.030626
team,coordinate_y,5,-->,0.022828
team,speed,0,o-o,-0.069982
team,speed,1,-->,0.024206
team,speed,3,-->,0.029798
team,speed,4,-->,-0.023435
team,speed,5,-->,-0.050472
team,direction,0,o-o,0.029603
team,direction,1,-->,0.014045
team,direction,3,-->,-0.017523
team,direction,4,-->,-0.019458
team,direction,5,-->,0.017608
team,closeTeams_1,0,o-o,0.014297
team,closeTeams_1,4,-->,0.046064
team,closeTeams_2,0,o-o,0.041254
team,closeTeams_2,1,-->,-0.031338
team,closeTeams_2,2,-->,-0.020602
team,closeTeams_2,3,-->,-0.024928
team,closeTeams_2,4,-->,0.039258
team,closeTeams_3,0,o-o,0.055862
team,closeTeams_3,1,-->,-0.0372
team,closeTeams_3,4,-->,0.072564
team,closeTeams_4,0,o-o,0.044352
team,closeTeams_4,1,-->,-0.043483
team,closeTeams_4,4,-->,0.082085
team,closeTeams_5,0,o-o,0.048652
team,closeTeams_5,1,-->,-0.045959
team,closeTeams_5,2,-->,0.017462
team,closeTeams_5,3,-->,-0.017498
team,closeTeams_5,4,-->,0.079503
team,closeTeams_6,0,o-o,0.033469
team,closeTeams_6,1,-->,-0.033641
team,closeTeams_6,2,-->,-0.019593
team,closeTeams_6,3,-->,-0.030658
team,closeTeams_6,4,-->,0.045327
team,closeTeams_6,5,-->,-0.016057
team,closeTeams_7,1,-->,-0.019099
team,closeTeams_7,3,-->,-0.02349
team,closeTeams_7,4,-->,0.039989
team,closeTeams_7,5,-->,-0.023846
team,closeTeams_8,4,-->,0.014618
team,closeTeams_8,5,-->,-0.015969
team,closeTeams_9,2,-->,-0.013371
team,closeTeams_10,0,o-o,-0.013013
team,closeTeams_10,4,-->,0.015845
team,distantTeams_1,0,o-o,0.07366
team,distantTeams_1,1,-->,-0.04796
team,distantTeams_1,5,-->,0.045928
team,distantTeams_2,0,o-o,-0.01624
team,distantTeams_2,1,-->,-0.059166
team,distantTeams_2,2,-->,0.015731
team,distantTeams_2,3,-->,0.016239
team,distantTeams_2,5,-->,0.027324
team,distantTeams_3,0,o-o,-0.046327
team,distantTeams_3,1,-->,-0.035626
team,distantTeams_3,2,-->,0.017816
team,distantTeams_3,3,-->,0.017494
team,distantTeams_3,4,-->,0.016447
team,distantTeams_3,5,-->,0.017841
team,distantTeams_4,0,o-o,-0.055398
team,distantTeams_4,1,-->,-0.032019
team,distantTeams_4,2,-->,0.013697
team,distantTeams_4,4,-->,-0.018809
team,distantTeams_5,0,o-o,-0.04412
team,distantTeams_5,3,-->,0.034847
team,distantTeams_5,4,-->,-0.032401
team,distantTeams_5,5,-->,0.013005
team,distantTeams_6,0,o-o,-0.035272
team,distantTeams_6,1,-->,0.043278
team,distantTeams_6,3,-->,0.025921
team,distantTeams_6,4,-->,-0.0622
team,distantTeams_6,5,-->,0.015089
team,distantTeams_7,1,-->,0.04289
team,distantTeams_7,3,-->,0.015163
team,distantTeams_7,4,-->,-0.073278
team,distantTeams_8,0,o-o,-0.028599
team,distantTeams_8,1,-->,0.027856
team,distantTeams_8,3,-->,0.024251
team,distantTeams_8,4,-->,-0.067608
team,distantTeams_9,0,o-o,-0.046095
team,distantTeams_9,1,-->,0.023476
team,distantTeams_9,4,-->,-0.067566
team,distantTeams_10,0,o-o,-0.048335
team,distantTeams_10,2,-->,0.035452
team,distantTeams_10,3,-->,0.035049
team,distantTeams_10,4,-->,-0.033745
team,closeOps_1,0,o-o,0.037438
team,closeOps_1,2,-->,-0.022392
team,closeOps_1,3,-->,-0.031668
team,closeOps_1,4,-->,0.031821
team,closeOps_1,5,-->,0.055668
team,closeOps_2,0,o-o,0.063211
team,closeOps_2,1,-->,0.023786
team,closeOps_2,2,-->,-0.043789
team,closeOps_2,3,-->,-0.013618
team,closeOps_2,4,-->,0.042154
team,closeOps_2,5,-->,0.035656
team,closeOps_3,0,o-o,0.052402
team,closeOps_3,2,-->,-0.060733
team,closeOps_3,4,-->,0.066874
team,closeOps_3,5,-->,0.026313
team,closeOps_4,0,o-o,0.015504
team,closeOps_4,2,-->,-0.050268
team,closeOps_4,3,-->,-0.021823
team,closeOps_4,4,-->,0.06564
team,closeOps_4,5,-->,-0.038051
team,closeOps_5,2,-->,-0.042317
team,closeOps_5,4,-->,0.067336
team,closeOps_5,5,-->,-0.035873
team,closeOps_6,2,-->,-0.021305
team,closeOps_6,4,-->,0.064839
team,closeOps_7,0,o-o,-0.017154
team,closeOps_7,4,-->,0.04379
team,closeOps_8,4,-->,0.018983
team,closeOps_9,0,o-o,-0.029963
team,closeOps_9,3,-->,-0.013092
team,closeOps_9,5,-->,0.016057
team,closeOps_10,3,-->,0.013864
team,distantOps_1,0,o-o,-0.12837
team,distantOps_1,1,-->,-0.03052
team,distantOps_1,3,-->,0.019294
team,distantOps_1,5,-->,-0.019527
team,distantOps_2,1,-->,0.028018
team,distantOps_2,2,-->,0.014918
team,distantOps_2,5,-->,-0.015871
team,distantOps_3,0,o-o,0.016346
team,distantOps_3,3,-->,0.020536
team,distantOps_3,4,-->,0.019849
team,distantOps_3,5,-->,-0.030409
team,distantOps_4,0,o-o,0.0229
team,distantOps_4,1,-->,0.022919
team,distantOps_4,2,-->,-0.016082
team,distantOps_4,3,-->,0.016117
team,distantOps_4,5,-->,-0.018734
team,distantOps_5,0,o-o,0.03625
team,distantOps_5,1,-->,0.043771
team,distantOps_5,2,-->,-0.036101
team,distantOps_5,3,-->,-0.01669
team,distantOps_5,5,-->,-0.022514
team,distantOps_6,2,-->,-0.016766
team,distantOps_6,4,-->,-0.024206
team,distantOps_7,0,o-o,-0.053622
team,distantOps_7,2,-->,0.016258
team,distantOps_7,4,-->,-0.049928
team,distantOps_8,0,o-o,-0.050174
team,distantOps_8,2,-->,0.040129
team,distantOps_8,3,-->,0.026317
team,distantOps_8,4,-->,-0.062319
team,distantOps_8,5,-->,0.037687
team,distantOps_9,0,o-o,-0.058696
team,distantOps_9,2,-->,0.038768
team,distantOps_9,4,-->,-0.072267
team,distantOps_9,5,-->,-0.026496
team,distantOps_10,0,o-o,-0.044949
team,distantOps_10,1,-->,-0.024332
team,distantOps_10,2,-->,0.048505
team,distantOps_10,4,-->,-0.059933
team,distantOps_10,5,-->,-0.01879
team,distantOps_11,0,o-o,0.024496
team,distantOps_11,1,-->,-0.024325
team,distantOps_11,2,-->,0.049518
team,distantOps_11,4,-->,-0.058259
behaviour,behaviour,1,-->,0.69485
behaviour,speed,0,o-o,0.064119
behaviour,speed,1,-->,0.046836
behaviour,speed,2,-->,-0.014015
behaviour,closeTeams_2,0,o-o,-0.029821
behaviour,closeTeams_2,1,-->,-0.029473
behaviour,closeTeams_2,5,-->,0.018909
behaviour,closeTeams_3,0,o-o,-0.031851
behaviour,closeTeams_3,1,-->,-0.038549
behaviour,closeTeams_4,0,o-o,-0.026275
behaviour,closeTeams_4,1,-->,-0.045198
behaviour,closeTeams_4,2,-->,0.013917
behaviour,closeTeams_5,0,o-o,-0.030803
behaviour,closeTeams_5,1,-->,-0.031567
behaviour,closeTeams_5,2,-->,0.017379
behaviour,closeTeams_6,0,o-o,-0.023004
behaviour,closeTeams_6,2,-->,-0.014644
behaviour,closeTeams_7,0,o-o,-0.013436
behaviour,closeTeams_8,2,-->,-0.013096
behaviour,closeTeams_9,1,-->,0.013886
behaviour,closeTeams_9,5,-->,0.016663
behaviour,distantTeams_2,4,-->,-0.015941
behaviour,distantTeams_2,5,-->,-0.012955
behaviour,distantTeams_3,1,-->,-0.018392
behaviour,distantTeams_3,4,-->,-0.015227
behaviour,distantTeams_4,1,-->,-0.015587
behaviour,distantTeams_6,0,o-o,0.01801
behaviour,distantTeams_6,1,-->,0.018703
behaviour,distantTeams_7,1,-->,0.040938
behaviour,distantTeams_7,2,-->,-0.012909
behaviour,distantTeams_8,0,o-o,0.02342
behaviour,distantTeams_8,1,-->,0.032937
behaviour,distantTeams_9,0,o-o,0.031447
behaviour,distantTeams_9,1,-->,0.032008
behaviour,distantTeams_10,0,o-o,0.026517
behaviour,distantTeams_10,1,-->,0.022224
behaviour,closeOps_1,0,o-o,-0.03192
behaviour,closeOps_2,0,o-o,-0.046269
behaviour,closeOps_2,1,-->,-0.024885
behaviour,closeOps_3,0,o-o,-0.037915
behaviour,closeOps_3,1,-->,-0.023667
behaviour,closeOps_5,3,-->,-0.017114
behaviour,closeOps_5,5,-->,0.019664
behaviour,closeOps_6,0,o-o,0.017561
behaviour,closeOps_6,5,-->,0.017463
behaviour,closeOps_7,0,o-o,0.021407
behaviour,closeOps_7,4,-->,0.020899
behaviour,closeOps_7,5,-->,0.019995
behaviour,closeOps_8,0,o-o,0.014216
behaviour,closeOps_8,4,-->,0.019897
behaviour,closeOps_8,5,-->,0.017577
behaviour,closeOps_9,0,o-o,0.023338
behaviour,closeOps_9,2,-->,0.015156
behaviour,distantOps_2,0,o-o,0.024444
behaviour,distantOps_2,1,-->,0.013387
behaviour,distantOps_4,0,o-o,0.01486
behaviour,distantOps_5,4,-->,-0.013883
behaviour,distantOps_6,0,o-o,-0.016331
behaviour,distantOps_6,4,-->,-0.014389
behaviour,distantOps_7,0,o-o,-0.021177
behaviour,distantOps_7,3,-->,0.018173
behaviour,distantOps_7,5,-->,-0.018007
behaviour,distantOps_8,3,-->,0.013018
behaviour,distantOps_8,5,-->,-0.017458
behaviour,distantOps_9,0,o-o,0.017202
behaviour,distantOps_9,1,-->,0.014965
behaviour,distantOps_10,0,o-o,0.022505
behaviour,distantOps_10,1,-->,0.014406
coordinate_x,jerseyNumber,3,-->,-0.030551
coordinate_x,team,2,-->,-0.030722
coordinate_x,coordinate_x,1,-->,0.30493
coordinate_x,coordinate_x,2,-->,0.19435
coordinate_x,coordinate_x,3,-->,0.1946
coordinate_x,coordinate_x,4,-->,0.08994
coordinate_x,coordinate_x,5,-->,0.060242
coordinate_x,coordinate_y,1,-->,0.04643
coordinate_x,coordinate_y,4,-->,-0.026719
coordinate_x,speed,0,o-o,0.050134
coordinate_x,speed,4,-->,-0.012942
coordinate_x,speed,5,-->,-0.019828
coordinate_x,direction,0,o-o,-0.066887
coordinate_x,direction,2,-->,0.049473
coordinate_x,direction,3,-->,0.025551
coordinate_x,direction,5,-->,0.019995
coordinate_x,closeTeams_1,0,o-o,-0.040464
coordinate_x,closeTeams_1,2,-->,-0.024184
coordinate_x,closeTeams_2,0,o-o,-0.042024
coordinate_x,closeTeams_2,4,-->,0.016742
coordinate_x,closeTeams_2,5,-->,-0.013443
coordinate_x,closeTeams_3,0,o-o,-0.031352
coordinate_x,closeTeams_3,4,-->,0.017397
coordinate_x,closeTeams_4,0,o-o,-0.020106
coordinate_x,closeTeams_4,4,-->,0.016789
coordinate_x,closeTeams_5,4,-->,0.019182
coordinate_x,distantTeams_1,0,o-o,-0.016213
coordinate_x,distantTeams_1,1,-->,0.021415
coordinate_x,distantTeams_1,2,-->,0.018205
coordinate_x,distantTeams_1,4,-->,-0.012925
coordinate_x,distantTeams_1,5,-->,0.015986
coordinate_x,distantTeams_3,2,-->,0.019559
coordinate_x,distantTeams_4,5,-->,-0.01414
coordinate_x,distantTeams_6,0,o-o,0.014532
coordinate_x,distantTeams_6,2,-->,-0.015837
coordinate_x,distantTeams_6,4,-->,-0.015702
coordinate_x,distantTeams_7,4,-->,-0.014862
coordinate_x,distantTeams_8,0,o-o,0.02266
coordinate_x,distantTeams_8,4,-->,-0.017494
coordinate_x,distantTeams_9,0,o-o,0.036461
coordinate_x,distantTeams_9,4,-->,-0.023468
coordinate_x,distantTeams_10,0,o-o,0.046758
coordinate_x,distantTeams_10,1,-->,-0.013928
coordinate_x,distantTeams_10,2,-->,0.016699
coordinate_x,distantTeams_10,4,-->,-0.01524
coordinate_x,closeOps_1,0,o-o,-0.023733
coordinate_x,closeOps_1,1,-->,0.013276
coordinate_x,closeOps_2,0,o-o,-0.044181
coordinate_x,closeOps_2,3,-->,-0.014888
coordinate_x,closeOps_3,0,o-o,-0.033131
coordinate_x,closeOps_4,0,o-o,-0.024917
coordinate_x,closeOps_4,3,-->,-0.019117
coordinate_x,closeOps_5,0,o-o,-0.015558
coordinate_x,closeOps_5,3,-->,-0.019405
coordinate_x,closeOps_6,0,o-o,-0.014002
coordinate_x,closeOps_6,3,-->,-0.018034
coordinate_x,distantOps_2,1,-->,-0.021822
coordinate_x,distantOps_6,0,o-o,0.018023
coordinate_x,distantOps_6,3,-->,0.015832
coordinate_x,distantOps_7,3,-->,0.020622
coordinate_x,distantOps_8,0,o-o,0.024343
coordinate_x,distantOps_8,3,-->,0.025305
coordinate_x,distantOps_9,0,o-o,0.037647
coordinate_x,distantOps_9,3,-->,0.018272
coordinate_x,distantOps_10,0,o-o,0.053239
coordinate_x,distantOps_10,3,-->,0.024233
coordinate_x,distantOps_11,0,o-o,0.028401
coordinate_x,distantOps_11,3,-->,0.017702
coordinate_y,jerseyNumber,4,-->,0.014756
coordinate_y,team,1,-->,0.032806
coordinate_y,coordinate_x,1,-->,0.039326
coordinate_y,coordinate_x,2,-->,-0.020356
coordinate_y,coordinate_x,3,-->,-0.045054
coordinate_y,coordinate_x,4,-->,-0.043019
coordinate_y,coordinate_y,1,-->,0.084475
coordinate_y,coordinate_y,2,-->,0.13772
coordinate_y,coordinate_y,3,-->,0.035685
coordinate_y,coordinate_y,4,-->,0.0694
coordinate_y,coordinate_y,5,-->,0.08004
coordinate_y,speed,0,o-o,-0.041246
coordinate_y,speed,3,-->,0.017902
coordinate_y,speed,5,-->,0.014328
coordinate_y,direction,0,o-o,-0.046513
coordinate_y,direction,2,-->,-0.01353
coordinate_y,direction,5,-->,0.015503
coordinate_y,closeTeams_1,4,-->,0.018582
coordinate_y,closeTeams_2,2,-->,-0.017246
coordinate_y,closeTeams_2,3,-->,-0.017677
coordinate_y,closeTeams_2,4,-->,0.027915
coordinate_y,closeTeams_3,4,-->,0.025524
coordinate_y,closeTeams_4,4,-->,0.018257
coordinate_y,closeTeams_6,5,-->,0.013202
coordinate_y,distantTeams_1,2,-->,0.014457
coordinate_y,distantTeams_2,2,-->,0.015207
coordinate_y,distantTeams_7,4,-->,-0.014352
coordinate_y,distantTeams_8,4,-->,-0.022692
coordinate_y,distantTeams_9,3,-->,0.015954
coordinate_y,distantTeams_9,4,-->,-0.027557
coordinate_y,distantTeams_10,4,-->,-0.03124
coordinate_y,closeOps_1,0,o-o,0.023735
coordinate_y,closeOps_1,2,-->,-0.016842
coordinate_y,closeOps_1,3,-->,-0.023362
coordinate_y,closeOps_2,2,-->,-0.015143
coordinate_y,closeOps_2,4,-->,0.028397
coordinate_y,closeOps_3,1,-->,-0.013517
coordinate_y,closeOps_3,4,-->,0.034394
coordinate_y,closeOps_4,4,-->,0.038532
coordinate_y,closeOps_5,4,-->,0.027926
coordinate_y,closeOps_6,4,-->,0.015474
coordinate_y,distantOps_1,0,o-o,0.014534
coordinate_y,distantOps_1,1,-->,-0.014998
coordinate_y,distantOps_1,5,-->,0.015047
coordinate_y,distantOps_2,1,-->,-0.015769
coordinate_y,distantOps_4,0,o-o,-0.013817
coordinate_y,distantOps_6,3,-->,0.013263
coordinate_y,distantOps_7,4,-->,-0.01884
coordinate_y,distantOps_8,4,-->,-0.041375
coordinate_y,distantOps_9,4,-->,-0.042614
coordinate_y,distantOps_10,4,-->,-0.045797
coordinate_y,distantOps_11,2,-->,0.017127
coordinate_y,distantOps_11,4,-->,-0.02315
speed,jerseyNumber,1,-->,-0.049242
speed,jerseyNumber,2,-->,-0.021798
speed,jerseyNumber,3,-->,0.020746
speed,team,1,-->,-0.01311
speed,team,3,-->,0.025431
speed,team,5,-->,0.053266
speed,coordinate_x,1,-->,-0.013379
speed,coordinate_x,4,-->,0.013115
speed,coordinate_y,4,-->,0.023111
speed,coordinate_y,5,-->,0.014485
speed,speed,1,-->,0.2329
speed,speed,2,-->,0.16404
speed,speed,3,-->,0.094717
speed,speed,4,-->,0.080044
speed,speed,5,-->,0.070501
speed,direction,0,o-o,-0.015601
speed,direction,2,-->,0.01406
speed,direction,5,-->,0.013856
speed,closeTeams_1,0,o-o,-0.11625
speed,closeTeams_1,1,-->,0.013924
speed,closeTeams_1,3,-->,0.024589
speed,closeTeams_1,4,-->,0.022097
speed,closeTeams_1,5,-->,0.020153
speed,closeTeams_2,0,o-o,-0.18762
speed,closeTeams_2,1,-->,-0.023135
