Variable i,Variable j,Time lag of i,Link type i --- j,Link value
closeTeams_1,closeTeams_6,0,o-o,-0.24707
closeTeams_1,closeTeams_6,3,-->,0.044858
closeTeams_1,closeTeams_7,0,o-o,-0.15971
closeTeams_1,closeTeams_7,3,-->,0.044599
closeTeams_1,closeTeams_8,0,o-o,-0.08026
closeTeams_1,closeTeams_8,3,-->,0.022903
closeTeams_1,closeTeams_9,0,o-o,-0.022972
closeTeams_1,closeTeams_10,0,o-o,-0.045774
closeTeams_1,distantTeams_1,0,o-o,-0.17941
closeTeams_1,distantTeams_1,1,-->,0.054306
closeTeams_1,distantTeams_1,5,-->,0.027422
closeTeams_1,distantTeams_2,0,o-o,-0.15583
closeTeams_1,distantTeams_2,1,-->,0.03699
closeTeams_1,distantTeams_3,0,o-o,-0.23283
closeTeams_1,distantTeams_3,1,-->,0.025109
closeTeams_1,distantTeams_3,3,-->,0.049317
closeTeams_1,distantTeams_4,0,o-o,-0.29849
closeTeams_1,distantTeams_4,2,-->,0.020905
closeTeams_1,distantTeams_5,0,o-o,-0.11362
closeTeams_1,distantTeams_6,0,o-o,0.084482
closeTeams_1,distantTeams_6,3,-->,-0.027468
closeTeams_1,distantTeams_7,0,o-o,0.20082
closeTeams_1,distantTeams_7,3,-->,-0.044004
closeTeams_1,distantTeams_7,5,-->,-0.059382
closeTeams_1,distantTeams_8,0,o-o,0.2851
closeTeams_1,distantTeams_8,1,-->,0.035759
closeTeams_1,distantTeams_8,3,-->,-0.046187
closeTeams_1,distantTeams_8,4,-->,-0.036374
closeTeams_1,distantTeams_8,5,-->,-0.044706
closeTeams_1,distantTeams_9,0,o-o,0.25138
closeTeams_1,distantTeams_9,3,-->,-0.049359
closeTeams_1,distantTeams_9,5,-->,-0.046158
closeTeams_1,distantTeams_10,0,o-o,0.15997
closeTeams_1,distantTeams_10,1,-->,-0.021595
closeTeams_1,distantTeams_10,2,-->,-0.026627
closeTeams_1,distantTeams_10,3,-->,-0.043162
closeTeams_1,closeOps_1,0,o-o,0.68401
closeTeams_1,closeOps_1,1,-->,0.028594
closeTeams_1,closeOps_1,2,-->,-0.023278
closeTeams_1,closeOps_1,3,-->,-0.041242
closeTeams_1,closeOps_2,0,o-o,0.31184
closeTeams_1,closeOps_2,1,-->,0.021851
closeTeams_1,closeOps_2,4,-->,-0.030722
closeTeams_1,closeOps_3,0,o-o,0.082598
closeTeams_1,closeOps_4,1,-->,0.02128
closeTeams_1,closeOps_4,3,-->,0.023313
closeTeams_1,closeOps_5,0,o-o,-0.089843
closeTeams_1,closeOps_5,2,-->,0.021558
closeTeams_1,closeOps_5,3,-->,0.033848
closeTeams_1,closeOps_5,5,-->,0.023695
closeTeams_1,closeOps_6,0,o-o,-0.1571
closeTeams_1,closeOps_6,3,-->,0.044239
closeTeams_1,closeOps_6,4,-->,0.030872
