id,club_id,match_id,players_id,matchperiod,eventsec,eventname,action,modifier,x_begin,y_begin,x_end,y_end,is_success
26588,81,364,178,1H,2026.197574,Others on the ball,Touch,opportunity,97,58,95.0,68.0,
26359,81,364,22,1H,1424.517556,Others on the ball,Touch,missed ball,68,37,67.0,24.0,
27426,81,364,1669,2H,2002.3178260000004,Others on the ball,Touch,missed ball,73,9,63.0,4.0,
25909,81,364,178,1H,25.716026000000056,Others on the ball,Touch,missed ball,44,85,31.0,91.0,
26803,81,364,1975,1H,2780.857234,Others on the ball,Touch,missed ball,63,33,66.0,5.0,
26587,63,364,36,1H,2026.00445,Others on the ball,Touch,missed ball,7,45,5.0,32.0,
26534,81,364,22,1H,1890.720179,Others on the ball,Touch,missed ball,88,38,88.0,60.0,
25916,81,364,1998,1H,53.496846000000005,Others on the ball,Touch,,21,6,37.0,12.0,
25996,81,364,22,1H,230.63073899999995,Others on the ball,Touch,,88,23,95.0,25.0,
26078,63,364,1362,1H,481.140685,Free Kick,Goal kick,,100,100,37.0,90.0,
26169,63,364,1470,1H,737.5214269999999,Foul,Foul,,43,58,47.0,55.0,
26250,81,364,1669,1H,1085.17073,Others on the ball,Touch,,34,37,42.0,30.0,
26382,81,364,683,1H,1511.078822,Free Kick,Goal kick,,0,0,26.0,68.0,
26442,81,364,1433,1H,1660.2510189999998,Others on the ball,Touch,,28,56,39.0,61.0,
26500,81,364,1998,1H,1794.256976,Others on the ball,Touch,,54,21,70.0,21.0,
26648,81,364,1975,1H,2297.242334,Foul,Foul,,23,4,29.0,7.0,
26692,81,364,22,1H,2454.306719,Foul,Foul,,77,8,78.0,9.0,
26735,81,364,22,1H,2619.070385,Others on the ball,Touch,,44,48,57.0,37.0,
26844,81,364,683,2H,53.09144900000001,Free Kick,Goal kick,,0,0,19.0,13.0,
26979,81,364,1669,2H,418.83239599999973,Others on the ball,Touch,,67,23,71.0,35.0,
27031,81,364,1433,2H,598.4203729999999,Others on the ball,Touch,,33,52,65.0,45.0,
27108,63,364,1584,2H,897.803562,Foul,Foul,,58,35,57.0,35.0,
27194,81,364,1669,2H,1151.1591600000002,Others on the ball,Touch,,60,34,16.0,9.0,
27270,81,364,1998,2H,1439.9858249999995,Others on the ball,Touch,,63,8,75.0,17.0,
27322,81,364,1998,2H,1667.6409700000004,Others on the ball,Touch,,72,4,73.0,9.0,
27397,81,364,22,2H,1924.627878,Others on the ball,Touch,,66,73,69.0,91.0,
27479,81,364,1732,2H,2206.545639,Foul,Foul,,62,15,60.0,24.0,
27536,63,364,1586,2H,2434.783562,Offside,,,88,97,100.0,100.0,
27607,63,364,1617,2H,2762.83478,Foul,Foul,,77,7,74.0,5.0,
25991,81,364,1433,1H,216.606736,Others on the ball,Touch,,14,73,30.0,58.0,
26062,81,364,1631,1H,385.975087,Foul,Foul,,92,92,91.0,91.0,
26116,63,364,1584,1H,599.814419,Foul,Foul,,65,43,72.0,42.0,
26248,81,364,1630,1H,1082.798209,Others on the ball,Touch,,10,48,11.0,55.0,
26364,81,364,1631,1H,1435.352302,Foul,Foul,,58,88,16.0,22.0,
26427,81,364,22,1H,1613.374605,Offside,,,68,39,0.0,0.0,
26477,81,364,1998,1H,1733.5812179999998,Others on the ball,Touch,,55,17,69.0,21.0,
26641,81,364,107,1H,2204.819183,Foul,Foul,,72,89,71.0,84.0,
26687,81,364,1998,1H,2443.697608,Others on the ball,Touch,,36,9,59.0,10.0,
26732,63,364,1617,1H,2602.054915,Offside,,,73,12,100.0,100.0,
26773,81,364,178,1H,2692.256085,Others on the ball,Touch,,69,69,68.0,63.0,
26960,81,364,683,2H,354.7497189999999,Free Kick,Goal kick,,0,0,38.0,9.0,
27017,81,364,1998,2H,564.6749629999999,Others on the ball,Touch,,39,6,64.0,16.0,
27095,81,364,683,2H,868.4466069999999,Free Kick,Goal kick,,0,0,27.0,80.0,
27170,81,364,1669,2H,1100.5029590000004,Others on the ball,Touch,,54,9,63.0,11.0,
27266,63,364,51,2H,1406.5897960000002,Foul,Foul,,39,75,40.0,84.0,
27305,81,364,940,2H,1547.781623,Foul,Foul,,32,48,28.0,49.0,
27383,81,364,178,2H,1858.015224,Others on the ball,Touch,,65,61,71.0,18.0,
27472,63,364,1362,2H,2197.6316500000003,Free Kick,Goal kick,,100,100,61.0,70.0,
27528,81,364,683,2H,2408.7841980000003,Goalkeeper leaving line,Goalkeeper leaving line,,0,0,34.0,85.0,
27591,81,364,1975,2H,2722.948484,Foul,Foul,,39,85,35.0,87.0,
25940,81,364,1669,1H,102.84481900000004,Others on the ball,Touch,,70,15,66.0,25.0,
26059,81,364,1631,1H,382.056329,Others on the ball,Touch,,90,94,91.0,91.0,
26106,81,364,1630,1H,569.3171299999999,Foul,Foul,,41,7,43.0,7.0,
26220,63,364,1617,1H,998.796636,Others on the ball,Touch,,67,12,80.0,30.0,
26295,81,364,1433,1H,1248.869344,Others on the ball,Touch,,27,45,41.0,37.0,
26403,81,364,1631,1H,1553.590314,Others on the ball,Touch,,43,92,65.0,86.0,
26475,81,364,1433,1H,1728.4565429999998,Others on the ball,Touch,,33,89,41.0,61.0,
26638,63,364,1362,1H,2198.619225,Goalkeeper leaving line,Goalkeeper leaving line,,100,100,0.0,0.0,
26680,81,364,1433,1H,2429.392924,Others on the ball,Touch,,25,39,35.0,48.0,
26712,81,364,1998,1H,2529.779067,Offside,,,94,4,0.0,0.0,
26761,63,364,1617,1H,2669.577196,Others on the ball,Touch,,36,18,34.0,41.0,
26952,81,364,1975,2H,329.95188800000005,Others on the ball,Touch,,64,57,66.0,75.0,
27008,81,364,683,2H,531.9337999999998,Free Kick,Goal kick,,0,0,26.0,77.0,
27064,63,364,1362,2H,778.7180790000002,Free Kick,Goal kick,,100,100,42.0,85.0,
27141,81,364,1669,2H,1019.8247030000002,Offside,,,71,6,0.0,0.0,
27262,63,364,1586,2H,1383.452225,Foul,Foul,,47,10,51.0,16.0,
27292,81,364,1975,2H,1511.5698620000005,Foul,Foul,,46,36,45.0,37.0,
27347,63,364,1362,2H,1787.436208,Free Kick,Goal kick,,100,100,46.0,57.0,
27445,63,364,1362,2H,2120.042576,Free Kick,Goal kick,,100,100,32.0,14.0,
27525,81,364,940,2H,2359.404982,Foul,Foul,,36,82,35.0,81.0,
27572,63,364,1690,2H,2631.731084,Others on the ball,Touch,,33,2,38.0,0.0,
25937,63,364,1584,1H,91.16560300000003,Foul,Foul,,35,66,36.0,65.0,
26000,63,364,1362,1H,256.243379,Free Kick,Goal kick,,100,100,68.0,57.0,
26084,81,364,1998,1H,489.912353,Foul,Foul,,61,7,58.0,6.0,
26218,81,364,1669,1H,976.921987,Offside,,,71,15,0.0,0.0,
26289,63,364,1362,1H,1235.822117,Free Kick,Goal kick,,100,100,64.0,80.0,
26400,81,364,1433,1H,1547.8551699999998,Others on the ball,Touch,,21,38,31.0,52.0,
26456,81,364,1630,1H,1688.306778,Others on the ball,Touch,,92,33,90.0,33.0,
26558,81,364,22,1H,1928.763294,Foul,Foul,,76,73,80.0,70.0,
26665,63,364,36,1H,2392.17844,Others on the ball,Touch,,57,7,64.0,12.0,
26705,81,364,1998,1H,2505.266253,Others on the ball,Touch,,9,30,46.0,23.0,
26759,63,364,711,1H,2663.921504,Others on the ball,Touch,,20,70,25.0,52.0,
26847,81,364,1433,2H,61.161665000000085,Others on the ball,Touch,,18,52,33.0,49.0,
26987,81,364,1998,2H,433.6552919999999,Others on the ball,Touch,,87,7,96.0,42.0,
27060,81,364,1669,2H,737.3037839999997,Others on the ball,Touch,,73,7,18.0,3.0,
27139,81,364,1433,2H,1013.3646200000004,Others on the ball,Touch,,29,46,42.0,39.0,
27220,81,364,683,2H,1250.9711209999996,Free Kick,Goal kick,,0,0,43.0,20.0,
27271,81,364,1998,2H,1443.2601299999997,Others on the ball,Touch,,75,17,19.0,7.0,
27326,63,364,51,2H,1672.5608220000004,Others on the ball,Touch,,31,81,25.0,86.0,
27423,81,364,178,2H,1999.193708,Foul,Foul,,84,37,81.0,34.0,
27513,81,364,683,2H,2334.696419,Free Kick,Goal kick,,0,0,71.0,20.0,
27571,63,364,1362,2H,2629.406812,Free Kick,Goal kick,,100,100,33.0,2.0,
25898,63,364,711,1H,5.852467000000047,Pass,Simple pass,,29,78,39.0,95.0,t
25902,63,364,1470,1H,10.285757999999989,Pass,High pass,,38,73,65.0,17.0,t
25906,63,364,1292,1H,20.19043099999999,Pass,Simple pass,,62,25,52.0,12.0,t
25915,81,364,683,1H,50.018869,Pass,Simple pass,,4,42,21.0,6.0,t
25922,63,364,1470,1H,63.275355999999995,Duel,Ground attacking duel,neutral,39,83,33.0,75.0,t
25930,81,364,1998,1H,82.59988199999998,Pass,Simple pass,,45,3,65.0,3.0,t
25939,81,364,1998,1H,101.86264800000004,Pass,Simple pass,,60,4,70.0,15.0,t
25945,81,364,1658,1H,106.18715099999996,Pass,Head pass,,62,32,68.0,46.0,t
25949,81,364,1433,1H,114.60404500000004,Pass,High pass,,46,54,61.0,3.0,t
25957,81,364,107,1H,140.06665699999996,Others on the ball,Acceleration,,59,20,69.0,24.0,t
25961,81,364,1658,1H,145.41045599999995,Pass,Simple pass,,67,43,66.0,27.0,t
25966,81,364,1669,1H,161.860815,Duel,Ground defending duel,neutral,74,5,77.0,0.0,t
25972,81,364,1433,1H,179.72498700000006,Duel,Ground defending duel,won,57,12,59.0,18.0,t
25979,81,364,107,1H,188.860949,Pass,Simple pass,,66,16,73.0,5.0,t
25986,63,364,1617,1H,201.445339,Duel,Ground loose ball duel,won,31,38,37.0,21.0,t
25992,81,364,1433,1H,221.137941,Pass,Simple pass,,30,58,41.0,3.0,t
25998,81,364,22,1H,231.36665500000004,Duel,Ground defending duel,neutral,95,25,0.0,0.0,t
26005,81,364,1669,1H,264.181413,Pass,Simple pass,,43,3,28.0,10.0,t
26013,63,364,1368,1H,284.46328500000004,Pass,Simple pass,,38,83,12.0,59.0,t
26018,63,364,1261,1H,300.27160100000003,Duel,Air duel,won,62,89,65.0,72.0,t
26024,63,364,1617,1H,310.878334,Pass,Simple pass,,45,37,32.0,6.0,t
26035,81,364,1975,1H,339.66064900000003,Duel,Ground defending duel,neutral,54,36,57.0,37.0,t
26040,81,364,178,1H,344.83917699999995,Pass,Simple pass,,57,66,45.0,51.0,t
26044,81,364,1669,1H,354.500826,Pass,Simple pass,,62,16,73.0,20.0,t
26050,81,364,1630,1H,361.115662,Pass,Simple pass,,74,6,69.0,4.0,t
26056,81,364,1669,1H,375.71645,Pass,Simple pass,,68,24,69.0,56.0,t
26064,81,364,1433,1H,417.746945,Pass,Simple pass,,32,64,29.0,44.0,t
26069,63,364,1586,1H,445.653062,Pass,Simple pass,,40,12,45.0,9.0,t
26074,81,364,22,1H,450.926815,Pass,Simple pass,,63,59,63.0,79.0,t
26082,63,364,1581,1H,487.83089600000005,Duel,Ground attacking duel,won,42,94,39.0,93.0,t
26090,81,364,1433,1H,515.2793180000001,Pass,Simple pass,,26,74,29.0,6.0,t
26096,63,364,1362,1H,540.8160230000001,Pass,Simple pass,,5,42,24.0,19.0,t
26103,63,364,711,1H,563.0178759999999,Pass,Simple pass,,30,80,57.0,93.0,t
26110,63,364,1617,1H,589.9434309999999,Pass,Simple pass,,91,11,71.0,18.0,t
26118,81,364,1998,1H,612.4145550000001,Pass,Simple pass,,33,10,56.0,4.0,t
26124,81,364,1669,1H,621.712626,Pass,Smart pass,keyPass,72,19,89.0,33.0,t
25910,81,364,1631,1H,26.589481999999972,Pass,Launch,,31,91,36.0,100.0,f
25923,63,364,1470,1H,64.41056500000002,Pass,Simple pass,,33,75,30.0,100.0,f
25932,63,364,711,1H,85.89592900000001,Pass,Simple pass,,39,81,44.0,51.0,f
25953,63,364,1261,1H,134.85380299999997,Duel,Air duel,lost,56,89,46.0,81.0,f
25973,63,364,1581,1H,180.32292199999995,Duel,Ground attacking duel,lost,43,88,41.0,82.0,f
25982,63,364,1584,1H,197.392734,Pass,Simple pass,interception,26,67,38.0,73.0,f
26002,63,364,1261,1H,260.39533600000004,Duel,Ground loose ball duel,lost,67,63,71.0,48.0,f
26022,81,364,22,1H,307.260494,Pass,Simple pass,,71,44,70.0,47.0,f
26032,81,364,1630,1H,337.46125600000005,Duel,Ground defending duel,lost,58,29,57.0,37.0,f
26047,63,364,711,1H,356.966456,Duel,Ground defending duel,lost,25,84,31.0,85.0,f
26063,63,364,1362,1H,412.76904,Free Kick,Free Kick,,10,13,68.0,36.0,f
26079,63,364,1368,1H,483.383057,Duel,Air duel,lost,37,90,28.0,92.0,f
26098,63,364,1292,1H,546.578309,Pass,Simple pass,,35,9,34.0,8.0,f
26115,63,364,1584,1H,597.434892,Duel,Ground defending duel,lost,72,42,65.0,43.0,f
26130,63,364,1368,1H,644.9901259999999,Pass,Simple pass,,48,97,51.0,89.0,f
26144,81,364,107,1H,683.5620510000001,Duel,Ground defending duel,lost,73,67,63.0,56.0,f
26158,63,364,1617,1H,717.607919,Pass,Simple pass,counter_attack,82,10,81.0,6.0,f
26178,63,364,1586,1H,770.639621,Pass,High pass,,29,26,63.0,82.0,f
26198,63,364,1261,1H,846.303435,Shot,Shot,blocked,92,69,100.0,100.0,f
26213,63,364,711,1H,962.78759,Pass,High pass,,30,77,60.0,100.0,f
26227,81,364,1998,1H,1032.489302,Pass,High pass,,18,11,28.0,6.0,f
26240,81,364,1433,1H,1051.105158,Others on the ball,Clearance,interception,4,56,0.0,86.0,f
26256,81,364,1998,1H,1117.584477,Others on the ball,Clearance,interception,27,3,35.0,0.0,f
26269,81,364,1630,1H,1140.744977,Pass,Simple pass,,43,9,56.0,0.0,f
26287,81,364,1998,1H,1205.869784,Pass,Cross,high,96,7,95.0,38.0,f
26302,63,364,36,1H,1264.697973,Duel,Ground defending duel,lost,36,15,32.0,26.0,f
26312,63,364,1586,1H,1288.095747,Others on the ball,Clearance,,10,65,0.0,77.0,f
26330,81,364,178,1H,1369.853387,Pass,Simple pass,,85,87,84.0,90.0,f
26352,63,364,1368,1H,1416.844556,Duel,Ground loose ball duel,lost,70,95,63.0,95.0,f
26377,63,364,1617,1H,1495.061012,Free Kick,Corner,high,100,0,99.0,85.0,f
26390,63,364,1470,1H,1527.9844629999998,Pass,Cross,Right,91,82,88.0,67.0,f
26413,81,364,178,1H,1578.111499,Duel,Ground loose ball duel,lost,19,8,72.0,26.0,f
26426,81,364,1658,1H,1609.146221,Pass,Simple pass,,39,20,68.0,39.0,f
26453,63,364,711,1H,1684.119894,Duel,Ground defending duel,lost,22,92,19.0,95.0,f
26467,81,364,178,1H,1704.32705,Pass,Simple pass,,73,90,74.0,100.0,f
26492,63,364,1584,1H,1768.8188879999998,Duel,Ground defending duel,lost,85,92,40.0,72.0,f
26508,81,364,107,1H,1808.070576,Duel,Ground loose ball duel,lost,64,50,60.0,74.0,f
26550,63,364,1581,1H,1921.643243,Duel,Ground defending duel,lost,30,64,25.0,52.0,f
26565,81,364,1630,1H,1963.347801,Pass,Smart pass,through,58,13,69.0,20.0,f
26597,81,364,22,1H,2047.831515,Duel,Ground attacking duel,lost,70,54,68.0,72.0,f
26625,63,364,1617,1H,2138.327861,Free Kick,Corner,opportunity,100,0,100.0,100.0,f
26640,81,364,107,1H,2202.044789,Duel,Ground loose ball duel,lost,71,84,72.0,89.0,f
26655,63,364,1584,1H,2342.558002,Shot,Shot,opportunity,90,37,100.0,100.0,f
26682,81,364,1630,1H,2437.443203,Duel,Ground attacking duel,lost,61,27,54.0,28.0,f
26694,81,364,1658,1H,2487.478358,Duel,Air duel,lost,49,42,41.0,41.0,f
26714,63,364,1470,1H,2565.5764,Pass,High pass,,37,91,77.0,28.0,f
26731,63,364,36,1H,2599.814593,Pass,Simple pass,,51,8,73.0,12.0,f
26750,63,364,1470,1H,2651.728878,Duel,Ground defending duel,lost,83,94,36.0,76.0,f
26766,63,364,36,1H,2681.739656,Duel,Ground defending duel,lost,39,6,36.0,10.0,f
26791,81,364,1669,1H,2718.503397,Pass,Launch,fairplay,72,6,76.0,0.0,f
26821,81,364,1630,1H,2829.276052,Pass,Cross,high,89,32,93.0,59.0,f
26834,81,364,1631,2H,5.495622999999796,Duel,Air duel,lost,75,93,63.0,95.0,f
26855,63,364,1368,2H,89.55176399999982,Pass,Head pass,,32,90,59.0,100.0,f
26872,63,364,1362,2H,148.45265999999992,Pass,Simple pass,dangerous_ball_lost,13,43,17.0,92.0,f
26885,63,364,1368,2H,176.8580240000001,Pass,Head pass,interception,24,87,32.0,80.0,f
26896,63,364,36,2H,192.61274099999991,Pass,High pass,through,69,6,96.0,92.0,f
26909,81,364,1658,2H,218.76042400000009,Pass,Simple pass,,47,51,61.0,100.0,f
26924,63,364,36,2H,254.1265629999998,Others on the ball,Clearance,interception,11,30,30.0,91.0,f
26939,63,364,1368,2H,306.2785349999999,Pass,High pass,,24,86,36.0,61.0,f
26951,63,364,1617,2H,328.44009400000004,Pass,Simple pass,,28,23,36.0,43.0,f
26973,81,364,22,2H,382.2896510000001,Pass,Simple pass,,68,54,67.0,100.0,f
26984,63,364,51,2H,425.95073899999994,Duel,Air duel,lost,42,78,31.0,77.0,f
26997,81,364,1658,2H,483.868692,Pass,Simple pass,,68,31,72.0,34.0,f
27015,63,364,1584,2H,555.9441830000001,Pass,Launch,,24,54,69.0,63.0,f
27035,81,364,1998,2H,611.296125,Pass,Cross,Left,95,12,95.0,33.0,f
27043,63,364,1362,2H,644.5183539999998,Save attempt,Save attempt,gtr,100,100,20.0,46.0,f
27065,81,364,107,2H,781.5278719999997,Duel,Air duel,lost,58,15,40.0,8.0,f
27084,81,364,1658,2H,829.8828510000003,Duel,Ground loose ball duel,lost,59,74,70.0,83.0,f
27115,63,364,1584,2H,921.4294879999997,Duel,Ground defending duel,lost,26,57,29.0,53.0,f
27131,63,364,1368,2H,1002.3961840000002,Pass,Simple pass,,35,87,64.0,90.0,f
27148,81,364,1669,2H,1057.986269,Duel,Ground loose ball duel,lost,11,2,39.0,29.0,f
27156,63,364,36,2H,1075.410113,Pass,Cross,high,92,6,93.0,30.0,f
27178,63,364,1584,2H,1116.7015579999995,Duel,Ground defending duel,lost,44,67,26.0,58.0,f
27207,63,364,1581,2H,1173.794315,Duel,Ground attacking duel,lost,84,91,77.0,90.0,f
27217,81,364,1658,2H,1196.2554220000002,Duel,Ground defending duel,lost,2,15,13.0,61.0,f
27238,63,364,36,2H,1308.7202470000002,Pass,Head pass,interception,36,17,61.0,30.0,f
27261,63,364,1586,2H,1381.798111,Duel,Ground defending duel,lost,51,16,47.0,10.0,f
27291,81,364,1975,2H,1509.1607940000004,Duel,Ground defending duel,lost,45,37,46.0,36.0,f
27306,63,364,1581,2H,1610.100789,Free Kick,Free kick shot,blocked,69,49,100.0,100.0,f
27314,63,364,1690,2H,1630.680837,Duel,Ground loose ball duel,lost,85,70,72.0,73.0,f
26129,63,364,1261,1H,644.582713,Duel,Ground attacking duel,neutral,89,94,48.0,97.0,t
26137,81,364,683,1H,655.227095,Pass,Hand pass,,12,57,31.0,48.0,t
26142,63,364,1362,1H,674.7922920000001,Pass,Hand pass,interception,6,75,22.0,13.0,t
26148,81,364,1975,1H,689.2034060000001,Pass,Simple pass,,55,49,70.0,41.0,t
26153,63,364,1470,1H,704.4954049999999,Pass,Simple pass,counter_attack,67,85,72.0,94.0,t
26161,63,364,36,1H,723.884814,Free Kick,Throw in,,77,0,63.0,15.0,t
26166,81,364,22,1H,733.4802199999998,Pass,Simple pass,,60,63,53.0,45.0,t
26173,81,364,1630,1H,757.7878479999998,Pass,Simple pass,,67,40,70.0,56.0,t
26179,81,364,1998,1H,773.4067399999999,Pass,Head pass,,37,18,64.0,15.0,t
26183,63,364,1584,1H,779.85987,Duel,Ground defending duel,neutral,21,88,23.0,82.0,t
26187,81,364,1669,1H,787.985905,Pass,Simple pass,,69,4,78.0,8.0,t
26191,81,364,1433,1H,797.38335,Pass,Simple pass,,54,49,67.0,5.0,t
26202,63,364,1470,1H,897.284536,Duel,Air duel,won,90,63,97.0,91.0,t
26210,63,364,36,1H,955.641071,Free Kick,Throw in,,66,0,39.0,22.0,t
26216,81,364,1658,1H,972.385218,Pass,Simple pass,,58,14,47.0,2.0,t
26230,63,364,1470,1H,1039.227286,Duel,Ground attacking duel,neutral,73,96,67.0,94.0,t
26236,63,364,1581,1H,1045.362216,Pass,Simple pass,,75,58,77.0,48.0,t
26243,63,364,1586,1H,1077.605524,Pass,Cross,high,96,72,90.0,58.0,t
26252,81,364,1998,1H,1089.429619,Duel,Ground defending duel,neutral,29,8,36.0,0.0,t
26262,81,364,1630,1H,1133.941541,Pass,Simple pass,,27,4,23.0,12.0,t
26266,81,364,107,1H,1138.409925,Duel,Ground attacking duel,won,7,2,39.0,5.0,t
26276,63,364,1584,1H,1159.276801,Duel,Air duel,won,45,52,58.0,66.0,t
26280,81,364,1669,1H,1171.121065,Duel,Ground attacking duel,neutral,72,13,66.0,26.0,t
26290,81,364,1630,1H,1239.104324,Duel,Air duel,won,36,20,11.0,3.0,t
26298,81,364,1998,1H,1255.822102,Pass,Simple pass,,41,11,29.0,36.0,t
26305,81,364,1630,1H,1273.665495,Pass,Simple pass,interception,66,37,46.0,46.0,t
26309,81,364,1998,1H,1284.537815,Pass,Simple pass,,73,22,73.0,33.0,t
26319,63,364,36,1H,1315.898056,Duel,Air duel,won,9,42,0.0,100.0,t
26325,63,364,36,1H,1343.868446,Duel,Ground attacking duel,neutral,16,24,16.0,0.0,t
26331,81,364,178,1H,1371.038518,Duel,Ground defending duel,neutral,84,90,85.0,88.0,t
26336,81,364,683,1H,1382.911511,Pass,Simple pass,,11,62,24.0,82.0,t
26343,63,364,1586,1H,1399.446188,Pass,Simple pass,,36,16,15.0,48.0,t
26347,63,364,1261,1H,1407.15724,Pass,Head pass,,57,60,62.0,95.0,t
26351,81,364,1998,1H,1416.366568,Duel,Ground loose ball duel,won,30,5,37.0,5.0,t
26356,81,364,1658,1H,1420.19902,Pass,Simple pass,,34,33,41.0,37.0,t
26361,63,364,1362,1H,1430.308127,Pass,High pass,,13,44,84.0,78.0,t
26367,63,364,711,1H,1459.955562,Pass,Simple pass,,30,79,61.0,96.0,t
26371,63,364,1581,1H,1467.958608,Pass,High pass,,68,79,84.0,21.0,t
26384,63,364,1292,1H,1517.861074,Pass,Simple pass,,67,31,65.0,63.0,t
26389,63,364,1470,1H,1525.0565660000002,Duel,Ground attacking duel,won,71,86,91.0,82.0,t
26394,81,364,1998,1H,1532.5990190000002,Pass,Simple pass,,29,7,32.0,2.0,t
26399,81,364,1669,1H,1545.4744609999998,Pass,Simple pass,,29,12,21.0,38.0,t
26405,81,364,178,1H,1558.532115,Pass,Simple pass,,65,75,59.0,90.0,t
26410,81,364,22,1H,1571.914136,Pass,Simple pass,,78,75,74.0,76.0,t
26419,63,364,1368,1H,1592.3316650000002,Pass,Head pass,interception,26,92,31.0,78.0,t
26424,81,364,683,1H,1605.3040810000002,Pass,Simple pass,,8,32,27.0,17.0,t
26430,63,364,1292,1H,1627.110999,Pass,Simple pass,,66,16,54.0,3.0,t
26435,81,364,1975,1H,1637.209148,Duel,Ground defending duel,won,41,33,39.0,30.0,t
26443,81,364,1433,1H,1663.962367,Pass,Simple pass,,39,61,47.0,46.0,t
26447,81,364,1998,1H,1672.6316270000002,Pass,Simple pass,,69,4,66.0,6.0,t
26451,81,364,1630,1H,1681.4508609999998,Pass,Simple pass,,70,5,78.0,8.0,t
26458,81,364,22,1H,1689.676211,Duel,Ground attacking duel,won,90,33,23.0,9.0,t
26462,63,364,1261,1H,1696.1623639999998,Duel,Ground attacking duel,neutral,37,95,26.0,97.0,t
26470,63,364,1586,1H,1713.15452,Pass,Simple pass,,26,24,17.0,29.0,t
26478,81,364,1998,1H,1736.6804430000002,Pass,Simple pass,,69,21,65.0,25.0,t
26482,63,364,1581,1H,1743.713564,Pass,Simple pass,counter_attack,31,78,31.0,86.0,t
26489,81,364,683,1H,1758.354617,Pass,Hand pass,,8,33,44.0,8.0,t
26496,81,364,1433,1H,1780.450481,Pass,Simple pass,,34,78,56.0,93.0,t
26501,81,364,1998,1H,1797.6088650000002,Pass,Simple pass,,70,21,66.0,14.0,t
26506,81,364,1658,1H,1806.503348,Duel,Ground defending duel,neutral,66,37,64.0,50.0,t
26511,63,364,1292,1H,1819.254215,Pass,Simple pass,,63,17,55.0,53.0,t
26515,63,364,1586,1H,1831.535586,Pass,Simple pass,,33,27,45.0,11.0,t
26521,81,364,1998,1H,1849.087955,Pass,Simple pass,,31,11,40.0,11.0,t
26525,81,364,1669,1H,1863.206936,Pass,Simple pass,,30,7,9.0,34.0,t
26529,81,364,1658,1H,1878.984121,Pass,Simple pass,,39,32,62.0,29.0,t
26533,81,364,1669,1H,1889.420436,Pass,Smart pass,,72,3,88.0,38.0,t
26539,81,364,1998,1H,1901.139808,Pass,Simple pass,interception,71,9,72.0,36.0,t
26543,81,364,1630,1H,1906.376711,Pass,Simple pass,,68,20,57.0,11.0,t
26547,81,364,1669,1H,1915.312549,Pass,Simple pass,,60,8,51.0,43.0,t
26552,63,364,1586,1H,1922.682966,Duel,Ground defending duel,neutral,25,52,23.0,45.0,t
26559,63,364,1362,1H,1951.619463,Free Kick,Free Kick,,24,28,65.0,89.0,t
26564,81,364,1658,1H,1960.383875,Pass,Simple pass,,43,21,58.0,13.0,t
26570,81,364,1631,1H,1980.199488,Pass,Simple pass,,62,92,50.0,52.0,t
26574,81,364,1998,1H,1992.859423,Pass,Simple pass,,61,8,67.0,27.0,t
26578,81,364,1433,1H,2000.046144,Pass,Simple pass,,60,46,61.0,19.0,t
26584,81,364,1433,1H,2017.234749,Pass,High pass,,55,56,68.0,4.0,t
26590,81,364,1631,1H,2031.12044,Duel,Ground defending duel,neutral,72,88,77.0,84.0,t
26594,63,364,36,1H,2042.113198,Pass,Simple pass,,28,11,31.0,52.0,t
26600,81,364,1631,1H,2055.130218,Duel,Ground defending duel,neutral,60,92,60.0,89.0,t
26604,63,364,1584,1H,2063.402234,Pass,High pass,,33,41,53.0,58.0,t
26608,63,364,1470,1H,2070.042352,Pass,Simple pass,,44,72,70.0,95.0,t
26612,81,364,178,1H,2082.022087,Duel,Air duel,won,33,87,37.0,100.0,t
26622,63,364,1581,1H,2108.294322,Shot,Shot,gc,77,54,100.0,100.0,t
26629,81,364,178,1H,2148.661485,Pass,High pass,counter_attack,57,69,22.0,6.0,t
26635,81,364,107,1H,2160.688822,Duel,Ground attacking duel,neutral,74,66,100.0,100.0,t
26644,63,364,1470,1H,2286.810946,Pass,Simple pass,,33,91,25.0,83.0,t
26650,63,364,1261,1H,2337.719309,Pass,Smart pass,keyPass,87,66,89.0,34.0,t
26661,63,364,1368,1H,2382.775063,Pass,Simple pass,,75,95,56.0,81.0,t
26668,81,364,1631,1H,2401.630797,Free Kick,Throw in,,27,100,32.0,77.0,t
26672,81,364,1658,1H,2406.321174,Pass,Simple pass,,33,75,35.0,75.0,t
26679,81,364,1998,1H,2426.185576,Free Kick,Throw in,,30,0,25.0,39.0,t
26686,81,364,1975,1H,2442.652185,Pass,Simple pass,interception,34,26,36.0,9.0,t
26696,63,364,1581,1H,2490.511883,Duel,Ground attacking duel,won,59,59,65.0,52.0,t
26702,63,364,1368,1H,2501.197993,Shot,Shot,gc,93,69,100.0,100.0,t
26707,81,364,1630,1H,2516.98761,Pass,Simple pass,,63,3,82.0,2.0,t
26715,81,364,1631,1H,2569.693103,Pass,Head pass,,23,72,11.0,64.0,t
26719,81,364,1433,1H,2578.218943,Pass,Simple pass,,26,59,10.0,58.0,t
26724,63,364,1261,1H,2588.852821,Pass,Simple pass,,66,83,54.0,95.0,t
26733,81,364,1631,1H,2614.217829,Free Kick,Free Kick,,39,92,36.0,46.0,t
